[Gene ID]	[source_id]	[Gene Name or Symbol]	[Organism]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Function IDs]	[Computed GO Functions]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Function IDs]	[Curated GO Functions]	[Curated GO Process IDs]	[Curated GO Processes]	[EC numbers]	[EC numbers from OrthoMCL]	
CNAG_06635	CNAG_06635-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	N/A	N/A	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06636	CNAG_06636-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0046872	metal ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06637	CNAG_06637-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0036459, GO:0008270	ubiquitinyl hydrolase activity, zinc ion binding	GO:0006511	ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.19.12 (Ubiquitinyl hydrolase 1)	
CNAG_06638	CNAG_06638-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0051287, GO:0004471, GO:0004470	NAD binding, malate dehydrogenase (decarboxylating) (NAD+) activity, malic enzyme activity	GO:0006108, GO:0055114	malate metabolic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.38 (Malate dehydrogenase (oxaloacetate-decarboxylating))	
CNAG_06639	CNAG_06639-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008270	zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.3.2.- (Acid--amino-acid ligases (peptide synthases).)	
CNAG_06640	CNAG_06640-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004185	serine-type carboxypeptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.16.- (Serine-type carboxypeptidases.)	
CNAG_06641	CNAG_06641-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003677, GO:0003899	DNA binding, DNA-directed RNA polymerase activity	GO:0006351	transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.6 (DNA-directed RNA polymerase)	
CNAG_06642	CNAG_06642-t26_1	TOR1	C. neoformans var. grubii H99	N/A	N/A	GO:0005488, GO:0008144, GO:0016773, GO:0005515, GO:0016772	binding, drug binding, phosphotransferase activity, alcohol group as acceptor, protein binding, transferase activity, transferring phosphorus-containing groups	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
CNAG_06643	CNAG_06643-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003723, GO:0004525	RNA binding, ribonuclease III activity	GO:0006396	RNA processing	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06644	CNAG_06644-t26_1	ERG5	C. neoformans var. grubii H99	N/A	N/A	GO:0020037, GO:0005506, GO:0016705	heme binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.14.-.- (Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2).)	
CNAG_06645	CNAG_06645-t26_1	MTD1	C. neoformans var. grubii H99	N/A	N/A	GO:0003824, GO:0004488	catalytic activity, methylenetetrahydrofolate dehydrogenase (NADP+) activity	GO:0009396, GO:0055114	folic acid-containing compound biosynthetic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.5.1.15 (Methylenetetrahydrofolate dehydrogenase (NAD(+)))	
CNAG_06646	CNAG_06646-t26_1	YOP1	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0042493	response to drug	N/A	N/A	
CNAG_06647	CNAG_06647-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016787	hydrolase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.-.- (Acting on ester bonds.)	
CNAG_06648	CNAG_06648-t26_1	RTF1	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0003677	DNA binding	GO:0006352, GO:0016570	DNA-templated transcription, initiation, Histone modification	N/A	N/A	N/A	N/A	GO:0042438	melanin biosynthetic process	N/A	N/A	
CNAG_06649	CNAG_06649-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.8.1.2 ((S)-2-haloacid dehalogenase)	
CNAG_06650	CNAG_06650-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008080	N-acetyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06650	CNAG_06650-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008080	N-acetyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06651	CNAG_06651-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016787, GO:0016810	hydrolase activity, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.13.9 (Xaa-Pro dipeptidase)	
CNAG_06652	CNAG_06652-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06653	CNAG_06653-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06653	CNAG_06653-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06654	CNAG_06654-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06655	CNAG_06655-t26_1	GPI8	C. neoformans var. grubii H99	N/A	N/A	GO:0004197	cysteine-type endopeptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.-.-.- (Hydrolases.)	
CNAG_06656	CNAG_06656-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004164, GO:0008168	diphthine synthase activity, methyltransferase activity	GO:0008152, GO:0017183	metabolic process, peptidyl-diphthamide biosynthetic process from peptidyl-histidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.98 (Diphthine synthase)	
CNAG_06657	CNAG_06657-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06658	CNAG_06658-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	GO:0004252	serine-type endopeptidase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.21.- (Serine endopeptidases.)	
CNAG_06659	CNAG_06659-t26_1	HEX1	C. neoformans var. grubii H99	N/A	N/A	GO:0004563, GO:0004553	beta-N-acetylhexosaminidase activity, hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	3.2.1.5 (Deleted entry)	3.2.1.52 (Beta-N-acetylhexosaminidase)	
CNAG_06660	CNAG_06660-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06661	CNAG_06661-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06662	CNAG_06662-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06663	CNAG_06663-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.10.2.2 (Quinol--cytochrome-c reductase)	
CNAG_06664	CNAG_06664-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0035091	phosphatidylinositol binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06665	CNAG_06665-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005096	GTPase activator activity	GO:0043087	regulation of GTPase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06666	CNAG_06666-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008184, GO:0004645, GO:0030170	glycogen phosphorylase activity, phosphorylase activity, pyridoxal phosphate binding	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.4.1.1 (Glycogen phosphorylase)	
CNAG_06667	CNAG_06667-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06668	CNAG_06668-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06669	CNAG_06669-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06670	CNAG_06670-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676	nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06671	CNAG_06671-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.25 (Mitogen-activated protein kinase kinase kinase)	
CNAG_06672	CNAG_06672-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0051287, GO:0016616	NAD binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.2 (Formate dehydrogenase)	
CNAG_06673	CNAG_06673-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.99.1.2 (DNA topoisomerase)	
CNAG_06674	CNAG_06674-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005089	Rho guanyl-nucleotide exchange factor activity	GO:0035023	regulation of Rho protein signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06675	CNAG_06675-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06676	CNAG_06676-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0000062, GO:0005515	fatty-acyl-CoA binding, protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06677	CNAG_06677-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06678	CNAG_06678-t26_1	CSR1	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06679	CNAG_06679-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004049, GO:0016833	anthranilate synthase activity, oxo-acid-lyase activity	GO:0009058, GO:0000162	biosynthetic process, tryptophan biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.3.27 (Anthranilate synthase)	
CNAG_06680	CNAG_06680-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06681	CNAG_06681-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515, GO:0008270	protein binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06683	CNAG_06683-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.21.72 (IgA-specific serine endopeptidase)	
CNAG_06684	CNAG_06684-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06685	CNAG_06685-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003723, GO:0003676	RNA binding, nucleic acid binding	GO:0006396	RNA processing	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06686	CNAG_06686-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06687	CNAG_06687-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06688	CNAG_06688-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005525, GO:0003924	GTP binding, GTPase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.5.- (Acting on GTP; involved in cellular and subcellular movement.)	
CNAG_06689	CNAG_06689-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005525	GTP binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06690	CNAG_06690-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06691	CNAG_06691-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0003677, GO:0003676	DNA binding, nucleic acid binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06692	CNAG_06692-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008080	N-acetyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.4 (Glucosamine-phosphate N-acetyltransferase)	
CNAG_06693	CNAG_06693-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0046872, GO:0005515, GO:0008270	metal ion binding, protein binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06694	CNAG_06694-t26_1	URO2	C. neoformans var. grubii H99	N/A	N/A	GO:0033971	hydroxyisourate hydrolase activity	GO:0006144, GO:0006810	purine nucleobase metabolic process, transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.5.2.17 (Hydroxyisourate hydrolase)	
CNAG_06695	CNAG_06695-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06696	CNAG_06696-t26_1	N/A	C. neoformans var. grubii H99	GO:0000159	protein phosphatase type 2A complex	GO:0005515, GO:0008601	protein binding, protein phosphatase type 2A regulator activity	GO:0007165	signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06697	CNAG_06697-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.12.2 (Mitogen-activated protein kinase kinase)	
CNAG_06697	CNAG_06697-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.12.2 (Mitogen-activated protein kinase kinase)	
CNAG_06698	CNAG_06698-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016787	hydrolase activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06699	CNAG_06699-t26_1	GPD	C. neoformans var. grubii H99	N/A	N/A	GO:0051287, GO:0050661, GO:0016620	NAD binding, NADP binding, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0006006, GO:0055114	glucose metabolic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
CNAG_06703	CNAG_06703-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06704	CNAG_06704-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06705	CNAG_06705-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06706	CNAG_06706-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06707	CNAG_06707-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06708	CNAG_06708-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003824, GO:0016787, GO:0008270	catalytic activity, hydrolase activity, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.5.4.12 (dCMP deaminase)	
CNAG_06709	CNAG_06709-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005488	binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06710	CNAG_06710-t26_1	N/A	C. neoformans var. grubii H99	GO:0005622	intracellular	GO:0003779	actin binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06711	CNAG_06711-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06712	CNAG_06712-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06713	CNAG_06713-t26_1	N/A	C. neoformans var. grubii H99	GO:0005737	cytoplasm	GO:0005524, GO:0004812, GO:0004817, GO:0000166	ATP binding, aminoacyl-tRNA ligase activity, cysteine-tRNA ligase activity, nucleotide binding	GO:0006423, GO:0006418	cysteinyl-tRNA aminoacylation, tRNA aminoacylation for protein translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.1.1.16 (Cysteine--tRNA ligase)	
CNAG_06714	CNAG_06714-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0006810	transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06715	CNAG_06715-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06716	CNAG_06716-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003676	nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06717	CNAG_06717-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.24 (Sphingosine N-acyltransferase)	
CNAG_06718	CNAG_06718-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06719	CNAG_06719-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0003677, GO:0008270	DNA binding, zinc ion binding	GO:0006351	transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06722	CNAG_06722-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06723	CNAG_06723-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021, GO:0005740	integral component of membrane, mitochondrial envelope	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.99.1 (Deleted entry)	
CNAG_06724	CNAG_06724-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	GO:0006310, GO:0006281	DNA recombination, DNA repair	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06725	CNAG_06725-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003677, GO:0003887	DNA binding, DNA-directed DNA polymerase activity	GO:0006260	DNA replication	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.7 (DNA-directed DNA polymerase)	
CNAG_06726	CNAG_06726-t26_1	CSR3	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06727	CNAG_06727-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06727	CNAG_06727-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06727	CNAG_06727-t26_3	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06728	CNAG_06728-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0008017, GO:0003777	ATP binding, microtubule binding, microtubule motor activity	GO:0007018	microtubule-based movement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06729	CNAG_06729-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06730	CNAG_06730-t26_1	GSK3	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
CNAG_06730	CNAG_06730-t26_2	GSK3	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
CNAG_06731	CNAG_06731-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06732	CNAG_06732-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06733	CNAG_06733-t26_1	RPN14	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06734	CNAG_06734-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003677, GO:0003899	DNA binding, DNA-directed RNA polymerase activity	GO:0006351	transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.6 (DNA-directed RNA polymerase)	
CNAG_06737	CNAG_06737-t26_1	N/A	C. neoformans var. grubii H99	GO:0005737	cytoplasm	N/A	N/A	GO:0006886	intracellular protein transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06737	CNAG_06737-t26_2	N/A	C. neoformans var. grubii H99	GO:0005737	cytoplasm	N/A	N/A	GO:0006886	intracellular protein transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06738	CNAG_06738-t26_1	N/A	C. neoformans var. grubii H99	GO:0000145	exocyst	N/A	N/A	GO:0006887	exocytosis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06739	CNAG_06739-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0030170, GO:0008483	pyridoxal phosphate binding, transaminase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.6.1.62 (Adenosylmethionine--8-amino-7-oxononanoate transaminase)	
CNAG_06740	CNAG_06740-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06741	CNAG_06741-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0005524, GO:0003723, GO:0016818, GO:0003676	ATP binding, RNA binding, hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides, nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.13 (RNA helicase)	
CNAG_06742	CNAG_06742-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0046872, GO:0003676, GO:0008270	metal ion binding, nucleic acid binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06743	CNAG_06743-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0019239	deaminase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06744	CNAG_06744-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003677	DNA binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06745	CNAG_06745-t26_1	N/A	C. neoformans var. grubii H99	GO:0000786	nucleosome	GO:0003677, GO:0046982	DNA binding, protein heterodimerization activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
